"Age","Gender","Education","Country","Ethnicity","Nscore2","Escore2","Cscore2","Alcohol2","Cannabis2","Nicotine2","Opioid","Ascore2","Oscore2"
"35-44","Female","Professional certificate/ diploma","UK","Black",27,46,48,"Never Used","Never Used","Never Used","Never Used",52,40
"35-44","Female","Some college or university, no certificate or degree","UK","White",42,32,39,"Used","Used","Used","Never Used",38,49
"45-54","Female","Professional certificate/ diploma","UK","White",35,39,45,"Used","Never Used","Never Used","Never Used",39,42
"25-34","Female","Professional certificate/ diploma","UK","White",47,40,39,"Used","Used","Used","Never Used",38,45
"18-24","Female","Left school at 17 years","UK","White",32,43,41,"Used","Never Used","Never Used","Never Used",39,45
"35-44","Male","Professional certificate/ diploma","UK","White",49,37,42,"Used","Used","Used","Never Used",43,47
"65+","Female","Left school at 16 years","UK","White",44,34,49,"Never Used","Never Used","Never Used","Never Used",42,47
"35-44","Female","University degree","UK","White",37,38,45,"Used","Never Used","Never Used","Never Used",53,36
"35-44","Female","Professional certificate/ diploma","USA","White",44,33,46,"Used","Never Used","Never Used","Never Used",46,45
"25-34","Female","Some college or university, no certificate or degree","USA","White",33,37,46,"Used","Never Used","Used","Never Used",44,35
"35-44","Female","Doctorate degree","UK","White",41,37,48,"Used","Never Used","Used","Never Used",47,41
"55-64","Female","Professional certificate/ diploma","UK","White",34,44,39,"Used","Used","Used","Never Used",38,46
"45-54","Female","University degree","UK","White",32,40,48,"Used","Never Used","Never Used","Never Used",42,37
"45-54","Female","University degree","UK","White",26,22,43,"Used","Never Used","Never Used","Never Used",53,37
"35-44","Male","Masters degree","UK","White",38,31,47,"Used","Used","Used","Never Used",36,40
"45-54","Male","Masters degree","UK","White",31,36,47,"Used","Used","Never Used","Never Used",50,41
"35-44","Female","Left school at 18 years","UK","White",21,45,52,"Used","Never Used","Never Used","Never Used",43,45
"35-44","Male","Masters degree","UK","White",28,41,45,"Used","Never Used","Never Used","Never Used",47,45
"45-54","Female","University degree","UK","White",24,39,46,"Used","Never Used","Used","Never Used",44,40
"18-24","Female","Left school at 16 years","UK","White",47,36,41,"Used","Used","Used","Never Used",41,32
"45-54","Female","Masters degree","UK","White",32,40,43,"Used","Never Used","Never Used","Never Used",45,43
"25-34","Female","Masters degree","UK","White",36,51,50,"Used","Never Used","Used","Never Used",47,48
"18-24","Female","Left school at 18 years","Republic","White",30,41,41,"Used","Never Used","Used","Never Used",44,41
"45-54","Female","Doctorate degree","UK","White",28,45,45,"Used","Never Used","Used","Never Used",43,50
"55-64","Female","University degree","UK","White",31,45,36,"Used","Used","Used","Never Used",40,53
"35-44","Male","University degree","UK","Black",28,52,49,"Used","Used","Used","Never Used",43,39
"25-34","Female","Professional certificate/ diploma","UK","White",36,40,48,"Used","Never Used","Never Used","Never Used",45,41
"45-54","Female","Left school at 16 years","UK","Other",39,38,46,"Used","Never Used","Never Used","Never Used",42,37
"45-54","Female","University degree","UK","White",43,38,41,"Used","Used","Never Used","Never Used",36,42
"35-44","Female","Some college or university, no certificate or degree","UK","White",41,38,52,"Used","Never Used","Never Used","Never Used",54,39
"18-24","Female","University degree","UK","White",28,43,43,"Used","Used","Used","Never Used",49,49
"45-54","Male","Left school at 17 years","UK","White",45,32,36,"Used","Used","Used","Never Used",45,34
"25-34","Female","Doctorate degree","UK","White",38,40,48,"Used","Used","Never Used","Never Used",37,55
"35-44","Female","Professional certificate/ diploma","UK","White",28,48,55,"Used","Never Used","Never Used","Never Used",49,45
"35-44","Male","Left school at 18 years","UK","White",30,28,45,"Used","Used","Used","Never Used",49,32
"45-54","Male","Masters degree","UK","White",20,50,50,"Used","Never Used","Used","Never Used",53,46
"25-34","Female","Professional certificate/ diploma","UK","White",38,38,38,"Used","Used","Used","Never Used",50,37
"45-54","Male","Professional certificate/ diploma","UK","White",32,43,41,"Used","Used","Used","Never Used",46,39
"45-54","Female","Professional certificate/ diploma","UK","White",26,43,47,"Used","Never Used","Never Used","Never Used",48,41
"35-44","Male","Left school before 16 years","UK","White",33,37,46,"Used","Used","Used","Never Used",40,39
"55-64","Female","Left school at 18 years","Canada","White",31,37,47,"Never Used","Never Used","Used","Never Used",49,35
"18-24","Female","Some college or university, no certificate or degree","UK","White",59,26,28,"Used","Used","Used","Never Used",46,40
"65+","Male","Some college or university, no certificate or degree","Canada","White",24,37,43,"Used","Never Used","Used","Never Used",44,39
"65+","Female","Left school at 16 years","Canada","White",34,39,42,"Used","Never Used","Used","Never Used",34,36
"25-34","Female","Masters degree","UK","White",40,36,34,"Used","Used","Used","Never Used",46,50
"45-54","Female","Masters degree","UK","Black",42,41,50,"Used","Never Used","Used","Never Used",43,45
"45-54","Female","Professional certificate/ diploma","Canada","White",30,42,45,"Used","Used","Used","Never Used",31,53
"35-44","Male","Doctorate degree","UK","White",20,48,51,"Used","Never Used","Never Used","Never Used",48,48
"45-54","Female","Professional certificate/ diploma","UK","White",34,38,47,"Used","Never Used","Never Used","Never Used",49,42
"35-44","Female","Masters degree","UK","White",31,47,45,"Used","Used","Used","Never Used",45,52
"55-64","Female","Professional certificate/ diploma","UK","White",21,46,53,"Used","Never Used","Never Used","Never Used",49,44
"55-64","Female","Professional certificate/ diploma","UK","White",42,40,46,"Used","Never Used","Used","Never Used",42,46
"18-24","Female","Left school before 16 years","UK","White",38,39,39,"Used","Used","Used","Used",42,46
"35-44","Female","Masters degree","UK","White",20,41,49,"Used","Used","Used","Used",54,55
"35-44","Female","University degree","UK","White",36,43,44,"Used","Used","Used","Never Used",49,45
"45-54","Female","University degree","UK","White",34,51,44,"Used","Used","Used","Never Used",57,56
"45-54","Male","Masters degree","UK","White",27,45,45,"Used","Used","Never Used","Used",43,46
"45-54","Male","Professional certificate/ diploma","UK","Black",30,42,44,"Used","Never Used","Never Used","Never Used",42,43
"45-54","Male","University degree","UK","White",41,35,41,"Used","Used","Used","Never Used",44,42
"35-44","Female","Some college or university, no certificate or degree","UK","White",46,36,37,"Used","Used","Used","Used",51,52
"35-44","Male","Professional certificate/ diploma","UK","White",40,41,38,"Used","Used","Used","Used",40,46
"45-54","Male","University degree","UK","White",34,35,31,"Used","Used","Used","Used",48,49
"25-34","Male","Left school at 16 years","UK","White",31,40,45,"Used","Used","Used","Never Used",39,45
"35-44","Male","Professional certificate/ diploma","UK","White",38,39,40,"Used","Used","Used","Used",45,46
"25-34","Male","Left school before 16 years","UK","White",42,40,48,"Used","Used","Used","Used",54,54
"45-54","Male","University degree","UK","White",25,39,45,"Used","Used","Used","Never Used",52,37
"35-44","Male","Left school at 16 years","UK","White",57,31,29,"Used","Used","Used","Never Used",31,39
"35-44","Male","Some college or university, no certificate or degree","UK","White",40,34,39,"Used","Used","Used","Never Used",44,52
"25-34","Female","Some college or university, no certificate or degree","UK","White",30,50,45,"Used","Used","Used","Used",44,50
"45-54","Female","University degree","UK","White",41,45,41,"Used","Used","Used","Never Used",44,46
"35-44","Female","Professional certificate/ diploma","UK","White",42,44,50,"Used","Used","Used","Used",49,53
"45-54","Male","University degree","UK","White",40,42,45,"Used","Used","Used","Used",47,45
"45-54","Female","Professional certificate/ diploma","UK","White",48,39,45,"Used","Never Used","Never Used","Never Used",48,37
"35-44","Female","Doctorate degree","UK","White",40,39,38,"Used","Used","Used","Never Used",43,47
"45-54","Male","Professional certificate/ diploma","UK","Asian",34,40,32,"Used","Used","Used","Never Used",40,42
"35-44","Female","University degree","UK","Asian",26,43,46,"Never Used","Never Used","Never Used","Never Used",42,45
"45-54","Female","University degree","UK","White",25,43,44,"Used","Used","Used","Used",46,48
"25-34","Male","Professional certificate/ diploma","UK","White",35,33,47,"Used","Used","Used","Never Used",44,34
"25-34","Female","University degree","UK","White",48,42,37,"Used","Used","Used","Never Used",48,48
"18-24","Male","Left school at 18 years","Canada","White",38,42,40,"Used","Used","Used","Never Used",37,47
"35-44","Female","University degree","UK","White",46,54,45,"Used","Used","Used","Never Used",34,56
"18-24","Female","Some college or university, no certificate or degree","UK","White",45,46,44,"Used","Used","Used","Never Used",47,38
"45-54","Male","University degree","UK","White",32,27,43,"Used","Used","Never Used","Never Used",37,51
"55-64","Female","Masters degree","UK","White",33,48,49,"Used","Never Used","Never Used","Never Used",53,52
"65+","Male","Professional certificate/ diploma","UK","White",37,41,51,"Used","Never Used","Never Used","Never Used",34,48
"45-54","Female","Masters degree","UK","White",27,40,48,"Used","Used","Used","Never Used",44,41
"25-34","Female","University degree","UK","White",31,36,38,"Used","Used","Never Used","Never Used",46,34
"25-34","Male","Masters degree","Other","White",44,33,47,"Never Used","Never Used","Never Used","Never Used",47,50
"45-54","Female","Professional certificate/ diploma","UK","White",44,37,44,"Used","Used","Used","Never Used",43,51
"35-44","Male","University degree","UK","White",31,47,43,"Used","Used","Used","Used",39,44
"35-44","Male","Left school at 16 years","Other","White",32,36,36,"Used","Used","Used","Never Used",37,38
"35-44","Female","Masters degree","Other","White",28,41,47,"Used","Used","Used","Never Used",41,45
"45-54","Female","University degree","UK","White",37,38,47,"Used","Never Used","Never Used","Never Used",50,43
"45-54","Female","University degree","UK","Black",33,41,46,"Used","Never Used","Never Used","Never Used",48,39
"25-34","Male","Professional certificate/ diploma","UK","White",30,37,39,"Used","Used","Used","Never Used",44,29
"45-54","Male","Left school at 18 years","UK","White",19,43,46,"Used","Never Used","Never Used","Never Used",53,38
"25-34","Male","University degree","UK","Black",24,42,54,"Never Used","Never Used","Never Used","Never Used",34,42
"35-44","Male","Professional certificate/ diploma","UK","White",37,38,40,"Used","Used","Used","Used",42,47
"25-34","Male","Doctorate degree","UK","White",30,42,46,"Used","Used","Used","Never Used",44,45
"35-44","Female","Some college or university, no certificate or degree","UK","White",29,37,42,"Used","Used","Used","Used",44,48
"25-34","Female","University degree","UK","White",42,40,43,"Used","Used","Never Used","Never Used",45,47
"35-44","Female","Left school at 17 years","UK","White",31,42,49,"Used","Never Used","Never Used","Never Used",43,42
"25-34","Female","Professional certificate/ diploma","UK","White",28,39,51,"Used","Never Used","Never Used","Never Used",39,30
"25-34","Male","Professional certificate/ diploma","UK","White",23,44,53,"Used","Used","Used","Used",38,45
"35-44","Male","University degree","UK","White",38,48,36,"Used","Used","Used","Never Used",33,43
"35-44","Female","University degree","UK","White",20,44,46,"Used","Used","Used","Never Used",41,39
"45-54","Male","Professional certificate/ diploma","UK","White",37,43,45,"Used","Never Used","Used","Never Used",33,40
"25-34","Female","Masters degree","UK","White",28,42,48,"Used","Used","Used","Never Used",34,48
"45-54","Male","Masters degree","UK","White",27,48,46,"Used","Used","Used","Never Used",49,55
"25-34","Female","Left school at 18 years","UK","White",34,39,47,"Used","Used","Used","Never Used",47,32
"45-54","Male","Left school at 16 years","UK","White",37,32,37,"Used","Used","Used","Never Used",32,43
"18-24","Male","Some college or university, no certificate or degree","UK","White",27,35,32,"Used","Used","Never Used","Never Used",39,44
"18-24","Male","University degree","UK","White",23,44,39,"Used","Used","Used","Never Used",38,44
"45-54","Male","Left school at 17 years","UK","White",45,39,44,"Used","Used","Used","Never Used",42,45
"18-24","Female","Left school before 16 years","UK","White",37,50,42,"Used","Used","Used","Never Used",51,57
"45-54","Female","University degree","UK","White",53,33,39,"Used","Used","Used","Never Used",43,56
"35-44","Male","Left school at 17 years","UK","Other",49,39,37,"Used","Used","Used","Never Used",41,44
